Date,Amount,Category,Description
2025-04-05,2767.88,Bills,Internet
2025-03-24,1172.35,Food,Chicken Roll
2025-09-25,3441.15,Education,Books
2025-04-17,2311.49,Gym,Supplements
2025-05-20,2990.26,Bills,Electricity
2025-04-15,1911.2,Food,Dinner
2025-05-16,4660.28,Health,Protein Powder
2025-11-10,2895.15,Education,Course
2025-02-22,2615.78,Education,Books
2026-04-29,3246.67,Shopping,Electronics
2025-02-22,3046.04,Entertainment,Game Purchase
2025-12-23,1554.1,Food,Lunch
2025-05-09,927.44,Bills,Mobile Recharge
2025-11-25,4283.62,Food,Chicken Roll
2025-11-14,3561.81,Subscriptions,Hotstar
2025-09-14,976.48,Travel,Train Ticket
2025-12-24,433.7,Bills,Mobile Recharge
2025-04-16,1537.39,Shopping,Clothes
2025-07-14,2364.66,Bills,Electricity
2025-02-24,4151.22,Entertainment,Netflix
2025-06-06,4053.26,Shopping,Accessories
2026-01-18,3764.1,Bills,Internet
2025-08-12,188.16,Education,Exam Fee
2026-02-20,3080.19,Gym,Gym Fee
2025-01-13,622.07,Travel,Fuel
2025-06-22,3754.13,Shopping,Accessories
2026-02-01,1375.62,Entertainment,Netflix
2025-02-09,4310.43,Gym,Shaker Bottle
2026-04-28,2372.27,Subscriptions,Prime Video
2025-09-03,4469.35,Food,Pizza
2025-08-03,3823.36,Food,Snacks
2025-06-30,1294.72,Bills,Electricity
2026-03-13,4994.36,Health,Medicines
2025-08-03,408.72,Groceries,Vegetables
2025-08-14,3203.56,Subscriptions,Hotstar
2025-07-24,2921.71,Food,Coffee
2025-01-10,2054.86,Health,Medicines
2025-05-08,1647.31,Entertainment,Game Purchase
2025-02-28,2116.78,Health,Protein Powder
2025-01-17,2543.24,Travel,Train Ticket
2025-11-30,2305.04,Shopping,Clothes
2025-05-02,2835.56,Travel,Fuel
2026-05-12,2202.14,Groceries,Rice
2025-06-24,2247.53,Groceries,Fruits
2025-12-24,3200.63,Subscriptions,Hotstar
2026-03-15,3393.81,Shopping,Electronics
2026-05-09,1568.89,Bills,Mobile Recharge
2026-03-22,3690.54,Subscriptions,Prime Video
2025-11-18,4328.49,Health,Doctor Visit
2025-07-02,1057.3,Health,Protein Powder
2026-05-04,557.74,Gym,Shaker Bottle
2025-02-17,3132.62,Groceries,Rice
2026-02-26,1116.66,Education,Course
2026-01-17,2581.63,Subscriptions,Hotstar
2025-12-21,4495.17,Shopping,Clothes
2025-07-29,1690.63,Gym,Gym Fee
2025-11-08,3505.67,Subscriptions,Prime Video
2025-01-20,2681.52,Food,Lunch
2025-05-09,1067.99,Health,Doctor Visit
2025-06-08,1476.46,Gym,Shaker Bottle
2025-09-29,946.41,Entertainment,Movie
2025-03-07,304.4,Food,Dinner
2026-03-28,3584.36,Health,Doctor Visit
2025-03-07,2433.22,Shopping,Shoes
2025-03-28,2423.15,Subscriptions,Hotstar
2026-05-15,3113.3,Travel,Fuel
2025-03-14,818.93,Food,Coffee
2025-02-21,2185.33,Entertainment,Game Purchase
2026-04-15,1174.16,Entertainment,Movie
2025-03-10,339.82,Bills,Mobile Recharge
2026-02-28,4438.75,Shopping,Clothes
2026-01-21,468.79,Gym,Shaker Bottle
2025-10-29,1796.04,Subscriptions,Hotstar
2025-01-11,2534.04,Entertainment,Movie
2025-04-03,4197.05,Bills,Mobile Recharge
2025-12-12,3796.87,Food,Chicken Roll
2025-07-21,1067.73,Food,Dinner
2025-07-01,1582.19,Food,Dinner
2025-02-25,343.78,Education,Exam Fee
2025-07-30,4063.24,Shopping,Clothes
2025-07-18,4532.35,Education,Books
2025-06-20,76.98,Shopping,Electronics
2025-05-24,3097.04,Gym,Shaker Bottle
2026-01-02,3278.68,Shopping,Accessories
2026-03-21,1316.88,Subscriptions,Hotstar
2025-03-04,1223.22,Entertainment,Game Purchase
2025-03-31,4332.69,Gym,Shaker Bottle
2025-07-23,3663.0,Gym,Shaker Bottle
2026-05-14,2447.11,Health,Protein Powder
2025-06-11,1433.97,Health,Protein Powder
2025-04-18,2203.34,Food,Lunch
2025-12-27,2719.0,Subscriptions,Hotstar
2025-06-05,2649.49,Travel,Train Ticket
2026-04-18,2668.97,Entertainment,Concert
2026-04-09,1263.16,Education,Exam Fee
2025-11-23,4521.35,Subscriptions,Hotstar
2025-07-30,2108.32,Groceries,Milk
2025-04-03,3284.39,Health,Protein Powder
2026-03-11,1208.88,Travel,Bus Ticket
2025-12-08,2287.42,Travel,Auto Ride
2025-02-28,4800.44,Entertainment,Game Purchase
2025-06-05,4934.85,Health,Protein Powder
2025-03-01,900.2,Food,Snacks
2026-05-02,3934.2,Subscriptions,Prime Video
2025-01-09,4171.27,Gym,Shaker Bottle
2025-04-12,1717.06,Food,Dinner
2026-04-13,4028.3,Shopping,Accessories
2025-02-22,4729.8,Shopping,Electronics
2025-04-23,4734.02,Bills,Internet
2025-10-09,3463.56,Subscriptions,Hotstar
2026-01-12,4677.05,Bills,Mobile Recharge
2025-01-22,926.76,Shopping,Clothes
2025-05-17,3581.21,Entertainment,Game Purchase
2026-04-29,2818.83,Gym,Supplements
2025-07-13,3086.75,Shopping,Clothes
2025-09-01,1618.26,Bills,Electricity
2025-03-05,4364.91,Entertainment,Movie
2025-12-07,2239.33,Education,Exam Fee
2025-05-23,3271.89,Entertainment,Netflix
2025-04-18,2951.65,Entertainment,Movie
2025-11-12,2752.9,Bills,Internet
2025-04-15,1820.92,Education,Course
2025-11-27,1954.3,Bills,Mobile Recharge
2025-10-20,1022.98,Food,Snacks
2025-06-15,708.38,Bills,Electricity
2025-02-01,4933.32,Food,Lunch
2026-03-04,478.44,Travel,Train Ticket
2025-10-04,3866.71,Travel,Bus Ticket
2026-01-14,2366.81,Entertainment,Game Purchase
2026-03-30,2363.2,Bills,Mobile Recharge
2025-02-23,1374.1,Shopping,Electronics
2025-11-12,4850.24,Groceries,Vegetables
2026-04-28,900.63,Gym,Shaker Bottle
2026-01-30,3885.24,Groceries,Fruits
2025-10-12,340.32,Subscriptions,Hotstar
2025-04-27,3487.0,Travel,Bus Ticket
2026-04-15,3474.72,Health,Medicines
2025-11-09,2370.65,Travel,Bus Ticket
2025-05-31,2205.95,Education,Exam Fee
2025-01-10,3836.71,Shopping,Shoes
2025-02-07,1679.71,Gym,Gym Fee
2026-02-08,721.49,Education,Books
2025-04-26,3014.82,Bills,Electricity
2025-05-29,4748.83,Groceries,Vegetables
2025-11-17,3160.96,Shopping,Electronics
2025-09-01,3348.07,Shopping,Electronics
2025-09-24,4826.77,Food,Dinner
2026-04-15,1096.75,Food,Snacks
2025-03-10,3196.42,Entertainment,Movie
2025-11-27,3761.7,Groceries,Rice
2025-07-19,3353.6,Health,Protein Powder
2025-12-01,2875.95,Education,Course
2025-04-17,4400.15,Travel,Train Ticket
2025-01-03,3985.5,Travel,Fuel
2025-11-03,4575.25,Travel,Auto Ride
2026-02-05,1280.23,Food,Dinner
2025-09-10,2083.34,Shopping,Clothes
2025-06-25,1225.28,Shopping,Accessories
2025-01-28,256.42,Health,Doctor Visit
2026-01-03,4809.21,Subscriptions,Prime Video
2026-05-09,3076.63,Groceries,Fruits
2025-05-31,4922.69,Subscriptions,Hotstar
2026-02-05,2236.79,Subscriptions,Hotstar
2025-09-30,3791.51,Health,Medicines
2025-06-30,4999.94,Education,Course
2026-03-23,1455.99,Groceries,Vegetables
2026-02-11,2906.91,Food,Lunch
2026-01-09,255.06,Bills,Electricity
2025-08-20,167.93,Shopping,Shoes
2025-12-22,4421.97,Subscriptions,Spotify
2025-10-22,3974.24,Subscriptions,Prime Video
2025-05-11,3704.05,Subscriptions,Spotify
2025-10-10,4549.6,Subscriptions,Prime Video
2026-04-07,1586.1,Gym,Supplements
2025-08-17,2595.58,Travel,Auto Ride
2025-06-17,4400.52,Education,Course
2026-01-31,3311.16,Health,Medicines
2025-10-26,3537.13,Travel,Bus Ticket
2025-07-28,499.1,Subscriptions,Hotstar
2025-09-13,3865.46,Health,Doctor Visit
2025-10-12,717.39,Groceries,Vegetables
2025-12-30,1152.24,Groceries,Rice
2025-08-15,4590.44,Groceries,Milk
2025-04-24,3184.76,Subscriptions,Hotstar
2025-05-06,4385.19,Entertainment,Netflix
2026-03-07,1002.13,Entertainment,Game Purchase
2026-03-07,4026.7,Entertainment,Concert
2026-01-17,555.57,Entertainment,Game Purchase
2025-09-14,4821.13,Shopping,Clothes
2025-11-26,4725.38,Groceries,Milk
2025-10-06,2356.21,Food,Chicken Roll
2026-03-01,915.34,Bills,Electricity
2025-11-23,1679.16,Entertainment,Netflix
2025-10-04,4197.69,Gym,Gym Fee
2025-01-27,330.0,Food,Coffee
2025-04-17,1911.19,Entertainment,Netflix
2025-01-06,1425.77,Shopping,Clothes
2026-04-30,1195.93,Groceries,Vegetables
2025-05-11,672.06,Education,Exam Fee
2026-01-23,3459.24,Entertainment,Game Purchase
2025-06-19,3540.59,Entertainment,Game Purchase
2026-04-26,2709.46,Groceries,Vegetables
2025-04-01,685.89,Gym,Shaker Bottle
2025-05-13,3902.84,Subscriptions,Prime Video
2026-02-07,3416.34,Education,Course
2026-01-09,555.35,Gym,Gym Fee
2026-03-07,221.71,Gym,Gym Fee
2025-05-23,1037.67,Bills,Mobile Recharge
2025-05-09,3915.47,Education,Exam Fee
2025-04-17,2278.52,Travel,Fuel
2025-07-02,144.37,Travel,Bus Ticket
2026-01-20,3292.5,Entertainment,Concert
2025-01-09,473.43,Subscriptions,Prime Video
2025-11-07,2407.96,Groceries,Vegetables
2025-10-04,872.81,Education,Exam Fee
2025-12-05,2769.29,Gym,Shaker Bottle
2025-08-17,1842.38,Health,Protein Powder
2025-12-27,3620.58,Gym,Gym Fee
2025-12-09,1186.21,Subscriptions,Hotstar
2025-07-21,4993.1,Gym,Shaker Bottle
2026-05-02,1360.55,Bills,Internet
2026-03-11,1288.31,Education,Exam Fee
2026-01-07,4016.36,Education,Books
2026-01-21,643.69,Travel,Train Ticket
2025-09-24,3464.47,Education,Course
2025-01-16,4703.73,Groceries,Rice
2025-05-09,2232.18,Bills,Electricity
2025-08-19,3370.55,Health,Medicines
2025-12-05,3995.04,Education,Books
2025-04-05,3055.04,Health,Protein Powder
2025-09-14,214.79,Food,Pizza
2025-01-10,1082.33,Shopping,Electronics
2025-05-17,2844.72,Subscriptions,Hotstar
2025-09-19,3258.95,Bills,Internet
2026-04-14,4926.67,Health,Protein Powder
2025-10-02,525.49,Bills,Mobile Recharge
2025-05-22,872.48,Health,Medicines
2026-02-10,4589.69,Education,Exam Fee
2025-07-17,56.42,Education,Exam Fee
2025-03-16,3812.79,Bills,Internet
2026-02-18,760.93,Food,Lunch
2025-11-08,748.4,Bills,Internet
2025-08-19,2358.37,Groceries,Milk
2025-06-25,1465.62,Groceries,Rice
2026-01-08,4598.89,Travel,Train Ticket
2026-04-25,127.62,Subscriptions,Prime Video
2025-03-30,2690.22,Health,Medicines
2025-01-03,192.52,Subscriptions,Spotify
2025-04-03,1597.82,Entertainment,Movie
2025-05-15,3846.32,Education,Course
2025-07-04,2269.87,Shopping,Electronics
2025-08-27,3452.65,Travel,Train Ticket
2025-06-28,3559.09,Travel,Bus Ticket
2025-10-29,4273.33,Shopping,Clothes
2026-02-22,153.63,Shopping,Shoes
2026-04-14,1814.0,Health,Doctor Visit
2026-04-13,2165.12,Bills,Electricity
2025-04-22,1313.3,Food,Lunch
2025-01-04,4689.68,Food,Snacks
2025-07-27,2294.6,Entertainment,Concert
2025-11-30,4059.82,Gym,Gym Fee
2025-01-27,908.1,Gym,Shaker Bottle
2025-08-07,713.88,Health,Medicines
2026-01-15,2074.85,Bills,Internet
2025-03-28,1682.03,Travel,Train Ticket
2026-01-06,4484.55,Health,Medicines
2025-05-13,3850.58,Shopping,Shoes
2025-08-08,420.69,Health,Protein Powder
2025-07-02,135.38,Education,Books
2025-12-12,3338.14,Groceries,Vegetables
2025-09-01,862.93,Subscriptions,Prime Video
2025-10-25,4490.89,Travel,Auto Ride
2026-04-28,3353.55,Education,Exam Fee
2025-09-07,4093.93,Gym,Supplements
2026-04-13,4018.55,Bills,Electricity
2025-12-11,4232.35,Subscriptions,Prime Video
2025-03-21,557.26,Shopping,Shoes
2026-01-02,4746.13,Health,Doctor Visit
2025-06-26,486.59,Shopping,Shoes
2026-01-16,1598.56,Shopping,Electronics
2025-03-25,3099.78,Subscriptions,Hotstar
2026-02-08,4771.85,Food,Coffee
2025-12-14,1916.2,Entertainment,Game Purchase
2026-01-09,4427.73,Subscriptions,Spotify
2025-06-22,1416.54,Travel,Train Ticket
2025-08-28,3438.76,Subscriptions,Spotify
2025-01-12,4981.6,Groceries,Rice
2026-01-25,1787.79,Food,Chicken Roll
2025-04-06,4786.75,Bills,Mobile Recharge
2025-10-02,1313.04,Education,Exam Fee
2025-12-09,4538.13,Subscriptions,Spotify
2025-03-26,381.66,Entertainment,Game Purchase
2025-06-04,2951.46,Gym,Gym Fee
2026-03-18,2597.57,Travel,Train Ticket
2025-05-05,2550.75,Entertainment,Game Purchase
2026-03-13,4649.44,Gym,Gym Fee
2025-06-11,3675.64,Health,Doctor Visit
2025-02-12,3908.46,Bills,Electricity
2025-12-06,4459.38,Health,Medicines
2025-08-19,786.77,Education,Books
2025-01-11,159.91,Groceries,Fruits
2025-05-18,1760.17,Bills,Electricity
2026-03-19,3908.11,Food,Lunch
2025-07-09,4463.18,Health,Protein Powder
2025-10-13,3395.94,Health,Protein Powder
2025-02-16,3231.14,Gym,Gym Fee
2025-04-21,2423.19,Health,Protein Powder
2025-08-31,4802.1,Education,Course
2026-03-27,3992.29,Health,Doctor Visit
2025-06-22,2398.7,Bills,Electricity
2025-10-19,2621.25,Subscriptions,Hotstar
2025-04-19,4757.92,Travel,Train Ticket
2025-05-06,3858.25,Travel,Bus Ticket
2025-07-08,4434.42,Education,Exam Fee
2025-05-22,2628.65,Food,Chicken Roll
2025-11-18,1338.41,Travel,Bus Ticket
2025-10-08,4779.61,Bills,Electricity
2025-12-05,3671.4,Entertainment,Game Purchase
2025-07-31,253.95,Travel,Bus Ticket
2025-11-14,1635.16,Education,Books
2025-08-27,275.2,Food,Snacks
2025-10-01,2454.16,Shopping,Electronics
2025-05-17,640.83,Bills,Mobile Recharge
2025-02-23,698.18,Food,Pizza
2025-05-17,3446.49,Travel,Fuel
2026-02-09,229.33,Subscriptions,Prime Video
2026-02-24,1530.25,Bills,Electricity
2025-01-07,2897.85,Entertainment,Movie
2025-01-03,1091.89,Travel,Train Ticket
2025-05-02,2566.37,Travel,Fuel
2025-01-14,3804.43,Subscriptions,Prime Video
2025-12-20,1792.43,Gym,Shaker Bottle
2025-09-07,3491.75,Gym,Shaker Bottle
2026-03-30,2553.66,Groceries,Vegetables
2025-03-07,2917.28,Health,Medicines
2026-04-04,753.53,Gym,Gym Fee
2025-07-07,4528.34,Bills,Mobile Recharge
2025-02-15,2203.39,Shopping,Clothes
2026-05-07,3260.03,Subscriptions,Prime Video
2026-01-12,3039.78,Health,Doctor Visit
2025-11-13,2840.53,Shopping,Electronics
2025-07-11,1935.49,Shopping,Accessories
2025-09-18,1291.58,Shopping,Electronics
2026-05-15,3738.25,Education,Exam Fee
2025-08-20,1372.96,Gym,Shaker Bottle
2025-10-07,796.58,Groceries,Rice
2025-08-03,4752.18,Subscriptions,Prime Video
2025-04-23,3670.37,Gym,Shaker Bottle
2026-03-27,744.13,Travel,Auto Ride
2025-04-12,2503.58,Health,Protein Powder
2026-04-21,4700.14,Entertainment,Movie
2026-03-23,2791.77,Bills,Internet
2025-03-17,1398.97,Health,Doctor Visit
2025-07-13,80.58,Subscriptions,Prime Video
2026-04-03,2754.04,Health,Medicines
2026-04-29,3421.12,Travel,Auto Ride
2026-01-10,1324.28,Education,Exam Fee
2025-02-07,896.19,Subscriptions,Spotify
2026-03-23,4987.58,Travel,Fuel
2025-10-20,345.64,Bills,Mobile Recharge
2025-12-20,2330.71,Shopping,Clothes
2026-04-02,360.55,Bills,Mobile Recharge
2026-01-03,3764.86,Gym,Shaker Bottle
2025-06-23,4427.82,Travel,Bus Ticket
2025-05-03,4896.04,Bills,Mobile Recharge
2025-05-25,1783.95,Subscriptions,Hotstar
2025-11-23,3935.61,Education,Books
2025-01-26,3459.49,Bills,Electricity
2025-05-21,2005.55,Entertainment,Game Purchase
2025-10-22,3675.33,Shopping,Electronics
2025-12-31,3306.26,Subscriptions,Prime Video
2025-10-08,3467.9,Bills,Internet
2025-03-16,4450.31,Entertainment,Game Purchase
2025-05-20,510.73,Entertainment,Movie
2025-11-05,3518.04,Shopping,Accessories
2025-08-09,728.22,Health,Protein Powder
2025-06-21,3824.0,Education,Course
2025-02-14,2757.47,Groceries,Milk
2025-07-23,1321.48,Subscriptions,Prime Video
2025-10-01,4876.28,Bills,Electricity
2025-06-09,357.15,Food,Chicken Roll
2025-01-09,1192.85,Food,Coffee
2026-04-10,270.35,Entertainment,Movie
2026-01-03,2511.22,Shopping,Shoes
2026-04-22,2730.73,Gym,Shaker Bottle
2025-01-11,3936.48,Gym,Shaker Bottle
2025-05-09,1262.61,Education,Exam Fee
2025-03-24,236.02,Food,Pizza
2025-04-23,2616.51,Education,Course
2025-12-01,2297.24,Groceries,Milk
2025-01-20,3100.79,Bills,Mobile Recharge
2025-05-30,900.0,Subscriptions,Spotify
2025-01-07,2983.5,Health,Medicines
2025-08-12,2462.26,Bills,Mobile Recharge
2025-06-22,247.89,Groceries,Rice
2025-12-05,231.29,Gym,Shaker Bottle
2025-02-20,4427.31,Subscriptions,Hotstar
2025-05-29,3641.5,Groceries,Fruits
2025-04-19,3311.16,Bills,Electricity
2025-02-02,4742.81,Gym,Supplements
2025-01-02,4997.22,Food,Snacks
2025-01-20,905.07,Subscriptions,Hotstar
2025-09-27,2793.32,Travel,Auto Ride
2026-04-25,2609.26,Groceries,Vegetables
2025-09-25,2219.77,Education,Exam Fee
2026-05-12,4458.43,Health,Medicines
2026-01-25,1107.03,Gym,Gym Fee
2025-07-24,2881.03,Entertainment,Netflix
2025-11-11,2692.09,Entertainment,Game Purchase
2025-07-07,4809.28,Health,Medicines
2025-08-24,1875.55,Subscriptions,Hotstar
2025-12-05,547.87,Shopping,Clothes
2025-08-24,1094.04,Bills,Mobile Recharge
2025-07-06,1781.99,Travel,Fuel
2025-06-23,3881.87,Food,Dinner
2025-10-28,1029.11,Travel,Auto Ride
2025-07-11,351.72,Food,Pizza
2025-05-11,4942.83,Gym,Gym Fee
2025-10-29,1959.73,Health,Doctor Visit
2025-03-18,1082.39,Groceries,Fruits
2025-11-30,84.82,Groceries,Fruits
2025-12-29,3900.26,Education,Exam Fee
2025-10-24,2439.4,Shopping,Clothes
2025-02-10,4850.68,Subscriptions,Prime Video
2025-10-04,3703.53,Subscriptions,Prime Video
2025-04-02,695.33,Gym,Supplements
2026-03-12,2591.97,Travel,Train Ticket
2025-11-18,4793.34,Entertainment,Game Purchase
2026-04-11,1341.83,Gym,Gym Fee
2026-03-12,4689.24,Food,Lunch
2026-05-09,3286.8,Groceries,Fruits
2026-01-14,1471.89,Groceries,Fruits
2025-06-27,203.57,Education,Course
2025-04-28,1809.09,Food,Dinner
2025-01-27,4848.69,Education,Books
2026-05-06,349.42,Shopping,Accessories
2025-04-06,1748.49,Education,Books
2025-09-20,3663.96,Shopping,Electronics
2026-05-09,4393.36,Travel,Fuel
2025-11-23,3035.89,Groceries,Fruits
2025-01-09,3768.32,Health,Medicines
2025-08-08,4207.39,Travel,Fuel
2025-05-02,4977.06,Groceries,Vegetables
2026-01-01,1117.74,Food,Chicken Roll
2025-12-28,3027.91,Health,Protein Powder
2026-01-06,1013.47,Gym,Gym Fee
2025-06-13,2574.5,Travel,Fuel
2025-10-10,4252.95,Education,Books
2025-12-20,4095.96,Food,Coffee
2025-05-22,1920.35,Travel,Auto Ride
2025-07-19,3299.78,Entertainment,Concert
2025-08-18,3664.59,Entertainment,Concert
2025-04-11,2384.51,Subscriptions,Prime Video
2025-04-17,2777.04,Subscriptions,Hotstar
2025-03-22,1248.39,Shopping,Accessories
2025-01-14,3770.12,Bills,Electricity
2025-01-12,1373.47,Subscriptions,Prime Video
2025-12-13,2624.2,Groceries,Milk
2025-09-10,1749.01,Shopping,Clothes
2026-03-17,612.31,Health,Medicines
2025-06-07,4260.89,Travel,Train Ticket
2025-10-29,4329.57,Entertainment,Movie
2025-06-28,2163.54,Shopping,Clothes
2026-02-17,1771.44,Groceries,Milk
2025-08-30,2945.99,Education,Course
2025-11-08,1576.11,Gym,Gym Fee
2025-12-07,2158.84,Bills,Electricity
2026-04-27,4238.84,Food,Snacks
2025-05-23,4533.85,Gym,Shaker Bottle
2026-02-03,1904.43,Subscriptions,Spotify
2026-02-28,4866.16,Travel,Bus Ticket
2025-05-16,4188.08,Entertainment,Movie
2026-03-08,1624.85,Entertainment,Netflix
2025-06-18,1790.35,Entertainment,Concert
2025-03-26,1456.42,Entertainment,Netflix
2025-02-08,3502.01,Education,Course
2025-08-23,1986.63,Entertainment,Game Purchase
2025-07-25,4908.65,Shopping,Shoes
2025-09-16,969.78,Education,Exam Fee
2026-01-28,4734.5,Travel,Bus Ticket
2025-01-01,3732.99,Entertainment,Concert
2025-04-15,1224.89,Shopping,Clothes
2025-08-22,1433.08,Bills,Mobile Recharge
2026-03-28,4076.22,Shopping,Shoes
2025-09-07,4746.96,Bills,Electricity
2025-11-01,1042.73,Health,Protein Powder
2025-07-24,106.06,Subscriptions,Spotify
2025-05-30,733.06,Shopping,Electronics
2025-04-05,383.19,Gym,Supplements
2025-02-01,3604.54,Food,Pizza
2026-02-20,435.1,Travel,Bus Ticket
2025-02-18,4729.91,Education,Books
2026-01-08,2822.55,Bills,Electricity
2025-07-17,3148.97,Health,Doctor Visit
2025-05-08,4500.83,Shopping,Clothes
2026-01-21,3831.51,Bills,Mobile Recharge
2025-09-02,4833.08,Subscriptions,Spotify
2026-03-02,2390.3,Gym,Supplements
2025-12-19,4168.9,Groceries,Vegetables
2026-03-28,2524.22,Travel,Bus Ticket
2026-01-12,2620.34,Entertainment,Netflix
2025-06-10,4310.03,Education,Books
2025-04-24,4962.99,Subscriptions,Spotify
2026-03-29,3296.55,Travel,Bus Ticket
2025-01-02,1216.55,Travel,Fuel
2025-11-27,4560.28,Groceries,Rice
2025-02-11,1610.94,Shopping,Clothes
2026-02-18,2332.19,Subscriptions,Prime Video
2026-04-23,1829.23,Food,Dinner
2025-02-09,2118.18,Food,Chicken Roll
2025-08-17,814.57,Entertainment,Concert
2026-05-13,1716.81,Food,Coffee
2025-03-20,772.18,Gym,Supplements
2026-02-18,953.81,Shopping,Accessories
2025-12-23,2417.8,Gym,Shaker Bottle
2025-09-08,2683.74,Gym,Shaker Bottle
2025-12-30,4649.76,Entertainment,Game Purchase
2025-12-03,3517.86,Food,Pizza
2025-05-12,3327.82,Groceries,Milk
2025-11-24,1387.46,Subscriptions,Prime Video
2026-02-12,4345.81,Entertainment,Netflix
2025-03-22,4677.53,Food,Coffee
2025-11-15,816.42,Bills,Mobile Recharge
2026-03-19,2598.6,Health,Doctor Visit
2025-02-02,2647.53,Subscriptions,Hotstar
2025-02-28,1250.95,Gym,Gym Fee
2026-03-18,4829.25,Food,Snacks
2026-05-10,853.05,Bills,Mobile Recharge
2025-12-18,1938.16,Bills,Internet
2025-05-28,4525.81,Entertainment,Game Purchase
2025-11-16,3170.52,Bills,Electricity
2025-01-26,2511.96,Groceries,Rice
2025-08-02,3143.09,Groceries,Rice
2025-03-19,3584.57,Food,Chicken Roll
2025-07-02,4800.01,Entertainment,Concert
2025-01-18,458.09,Education,Exam Fee
2025-10-10,2485.67,Food,Chicken Roll
2026-03-22,2596.53,Groceries,Rice
2026-05-06,3919.96,Entertainment,Movie
2025-11-15,4927.43,Health,Doctor Visit
2025-02-07,2948.86,Entertainment,Netflix
2025-03-04,3920.07,Groceries,Fruits
2026-02-24,4505.55,Shopping,Electronics
2026-04-17,2104.47,Bills,Electricity
2026-03-06,178.0,Education,Exam Fee
2025-09-01,4110.06,Gym,Gym Fee
2025-12-03,2880.67,Education,Course
2025-11-21,204.11,Education,Exam Fee
2025-09-27,4525.47,Food,Lunch
2026-03-19,959.63,Gym,Supplements
2026-03-27,1211.5,Bills,Electricity
2026-03-24,3950.12,Gym,Gym Fee
2025-01-24,285.85,Health,Protein Powder
2026-01-18,3245.42,Entertainment,Netflix
2025-03-14,1448.5,Bills,Internet
2025-09-16,3748.32,Groceries,Milk
2025-02-20,3155.36,Health,Protein Powder
2026-05-05,989.65,Travel,Train Ticket
2025-12-01,3760.07,Groceries,Milk
2026-04-26,1075.75,Food,Snacks
2025-04-07,3353.46,Bills,Mobile Recharge
2025-06-07,2748.44,Health,Medicines
2025-08-16,1455.2,Travel,Fuel
2025-11-02,4010.45,Education,Books
2025-10-29,1606.51,Shopping,Accessories
2025-01-07,2995.97,Food,Snacks
2026-03-07,4934.82,Health,Protein Powder
2025-03-23,914.76,Food,Chicken Roll
2026-03-07,1126.72,Bills,Electricity
2025-03-27,4284.0,Shopping,Accessories
2025-05-31,491.76,Food,Pizza
2025-10-27,1405.74,Entertainment,Game Purchase
2026-01-03,3288.11,Education,Course
2025-03-31,2755.28,Gym,Gym Fee
2026-05-16,3456.33,Bills,Electricity
2025-10-11,3000.15,Education,Course
2025-01-09,1829.14,Subscriptions,Hotstar
2025-11-11,825.87,Bills,Internet
2025-07-19,412.66,Entertainment,Concert
2026-05-06,987.79,Bills,Internet
2025-05-02,4783.68,Shopping,Accessories
2026-01-23,2252.16,Food,Snacks
2025-07-16,2523.08,Gym,Gym Fee
2025-11-14,1100.86,Bills,Mobile Recharge
2026-03-26,1046.87,Entertainment,Netflix
2025-04-27,4173.63,Education,Books
2025-10-29,1628.53,Shopping,Accessories
2025-11-06,4262.92,Education,Books
2026-02-23,3563.02,Health,Protein Powder
2025-01-12,2435.61,Gym,Supplements
2025-07-06,640.11,Gym,Gym Fee
2025-12-31,3066.71,Food,Lunch
2025-04-25,3249.15,Education,Course
2025-08-10,224.04,Gym,Gym Fee
2025-06-20,3419.88,Health,Doctor Visit
2025-04-03,4592.86,Groceries,Rice
2025-11-01,3893.71,Food,Chicken Roll
2025-01-30,4285.5,Subscriptions,Hotstar
2025-01-26,4352.81,Subscriptions,Prime Video
2026-03-22,334.97,Entertainment,Movie
2025-07-02,1319.54,Gym,Shaker Bottle
2025-05-24,3278.95,Entertainment,Movie
2025-01-04,3214.43,Entertainment,Netflix
2026-04-09,3588.23,Food,Lunch
2025-11-13,4424.79,Food,Chicken Roll
2025-11-30,660.95,Groceries,Rice
2025-02-22,2064.19,Health,Protein Powder
2025-02-06,1009.22,Entertainment,Movie
2025-02-23,3839.46,Subscriptions,Hotstar
2026-01-07,3366.42,Subscriptions,Hotstar
2025-04-04,4067.84,Groceries,Milk
2025-12-22,1572.68,Groceries,Vegetables
2025-09-20,1493.81,Travel,Train Ticket
2025-05-24,3742.01,Travel,Auto Ride
2025-02-20,1614.12,Shopping,Shoes
2025-10-27,4971.98,Entertainment,Game Purchase
2025-10-08,1283.75,Gym,Supplements
2025-07-12,4464.07,Groceries,Rice
2025-12-04,3584.93,Groceries,Fruits
2025-07-20,2624.82,Subscriptions,Prime Video
2025-01-04,1148.2,Education,Books
2025-11-30,532.11,Education,Exam Fee
2025-05-31,4957.86,Shopping,Clothes
2025-10-28,1453.55,Gym,Supplements
2026-03-08,3967.3,Bills,Mobile Recharge
2026-01-21,4322.14,Shopping,Accessories
2026-02-26,4794.9,Health,Protein Powder
2025-12-23,1578.02,Bills,Mobile Recharge
2025-11-11,613.53,Groceries,Rice
2025-07-13,2923.69,Groceries,Vegetables
2025-01-24,2926.87,Education,Exam Fee
2026-04-19,4682.81,Education,Exam Fee
2025-04-19,505.82,Subscriptions,Prime Video
